Row,Column,Assay,Sample,Conc,Ct,Tm,Efficiency,Flags
30,20,AY111,6A-rep1,-1,19.42,88.69,1.88,MultipleMeltPeaks
36,38,AY111,6A-rep2,-1,19.39,90.82,1.86,MultipleMeltPeaks
45,56,AY111,6A-rep3,-1,19.52,92.05,1.88,MultipleMeltPeaks
54,2,AY111,7A-rep1,-1,19.37,89,1.78,"LowEfficiency, MultipleMeltPeaks"
63,20,AY111,7A-rep2,-1,19.66,91.01,1.87,MultipleMeltPeaks
37,38,AY111,7A-rep3,-1,19.71,91.17,1.85,MultipleMeltPeaks
46,56,AY111,8A-rep1,-1,19.72,91.01,1.84,MultipleMeltPeaks
55,2,AY111,8A-rep2,-1,19.67,90.82,1.86,MultipleMeltPeaks
64,20,AY111,8A-rep3,-1,19.81,91.07,1.86,MultipleMeltPeaks
38,38,AY111,9A-rep1,-1,20.01,91.28,1.86,MultipleMeltPeaks
47,56,AY111,9A-rep2,-1,19.96,91.23,1.86,MultipleMeltPeaks
56,2,AY111,9A-rep3,-1,19.62,89.18,1.89,MultipleMeltPeaks
65,20,AY111,10A-rep1,-1,19.75,91.07,1.86,MultipleMeltPeaks
39,38,AY111,10A-rep2,-1,19.86,90.8,1.87,MultipleMeltPeaks
48,56,AY111,10A-rep3,-1,19.75,91.09,1.87,MultipleMeltPeaks
57,2,AY111,11A-rep1,-1,19.99,89.16,1.86,MultipleMeltPeaks
66,20,AY111,11A-rep2,-1,20.28,88.69,1.77,"LowEfficiency, MultipleMeltPeaks"
4,38,AY111,11A-rep3,-1,20.38,91.05,1.87,MultipleMeltPeaks
13,56,AY111,12A-rep1,-1,19.92,89.03,1.87,MultipleMeltPeaks
22,2,AY111,12A-rep2,-1,19.99,89.44,1.88,MultipleMeltPeaks
31,20,AY111,12A-rep3,-1,20.16,91.25,1.86,MultipleMeltPeaks
5,38,AY111,13A-rep1,-1,20.23,88.83,1.85,MultipleMeltPeaks
14,56,AY111,13A-rep2,-1,20.13,89.07,1.85,MultipleMeltPeaks
23,2,AY111,13A-rep3,-1,20.22,88.95,1.92,MultipleMeltPeaks
32,20,AY111,14A-rep1,-1,20.18,88.68,1.86,MultipleMeltPeaks
6,38,AY111,14A-rep2,-1,20.44,91.45,1.86,MultipleMeltPeaks
15,56,AY111,14A-rep3,-1,20.57,88.79,1.86,MultipleMeltPeaks
24,2,AY111,15A-rep1,-1,19.64,89,2,MultipleMeltPeaks
33,20,AY111,15A-rep2,-1,20.02,88.71,1.86,
7,38,AY111,15A-rep3,-1,19.61,88.7,1.87,MultipleMeltPeaks
16,56,AY111,16A-rep1,-1,20.15,88.68,1.87,
25,2,AY111,16A-rep2,-1,20.53,89.09,1.91,
34,20,AY111,16A-rep3,-1,20.53,90.78,1.85,MultipleMeltPeaks
40,38,AY111,17A-rep1,-1,19.67,90.32,1.84,MultipleMeltPeaks
49,56,AY111,17A-rep2,-1,19.78,88.74,1.84,MultipleMeltPeaks
58,2,AY111,17A-rep3,-1,19.4,89.11,1.88,MultipleMeltPeaks
67,20,AY111,18A-rep1,-1,20.29,88.72,1.89,MultipleMeltPeaks
41,38,AY111,18A-rep2,-1,20.44,88.74,1.87,MultipleMeltPeaks
50,56,AY111,18A-rep3,-1,20.44,88.71,1.86,MultipleMeltPeaks
59,2,AY111,19A-rep1,-1,19,89.01,1.9,MultipleMeltPeaks
68,20,AY111,19A-rep2,-1,19.14,88.97,1.9,MultipleMeltPeaks
42,38,AY111,19A-rep3,-1,19.43,88.6,1.87,MultipleMeltPeaks
51,56,AY111,20A-rep1,-1,20.46,90.83,1.87,MultipleMeltPeaks
60,2,AY111,20A-rep2,-1,19.8,91.11,1.86,MultipleMeltPeaks
69,20,AY111,20A-rep3,-1,19.98,91.05,1.9,MultipleMeltPeaks
43,38,AY111,21A-rep1,-1,19.28,90.65,1.84,MultipleMeltPeaks
52,56,AY111,21A-rep2,-1,19.27,90.85,1.84,MultipleMeltPeaks
61,2,AY111,21A-rep3,-1,18.82,89.06,1.81,MultipleMeltPeaks
70,20,AY111,22A-rep1,-1,18.37,88.86,1.86,MultipleMeltPeaks
8,38,AY111,22A-rep2,-1,18.81,91.07,1.83,MultipleMeltPeaks
17,56,AY111,22A-rep3,-1,18.69,91.45,1.84,MultipleMeltPeaks
26,2,AY111,23A-rep1,-1,19.45,88.94,1.87,MultipleMeltPeaks
35,20,AY111,23A-rep2,-1,19.6,91.13,1.86,MultipleMeltPeaks
44,38,AY111,23A-rep3,-1,19.42,88.64,1.86,MultipleMeltPeaks
53,56,AY111,24A-rep1,-1,19.48,88.6,1.87,MultipleMeltPeaks
62,2,AY111,24A-rep2,-1,19.14,89.03,1.87,
71,20,AY111,24A-rep3,-1,18.82,95.38,1.8,
0,3,AY115,1A-rep1,-1,34.58,84.9,1.74,"LowEfficiency, CtIsLarge, MultipleMeltPeaks"
9,21,AY115,1A-rep2,-1,34.65,83.3,1.9,CtIsLarge
18,39,AY115,1A-rep3,-1,31.63,88.26,1.83,CtIsLarge
27,57,AY115,2A-rep1,-1,,,,"LowEfficiency, CtIsLarge, CurveFitFailed"
1,3,AY115,2A-rep2,-1,30.94,88.39,1.93,"CtIsLarge, MultipleMeltPeaks"
10,21,AY115,2A-rep3,-1,32.25,91.5,1.84,"CtIsLarge, MultipleMeltPeaks"
19,39,AY115,3A-rep1,-1,33.87,87.84,1.94,CtIsLarge
28,57,AY115,3A-rep2,-1,,,,"LowEfficiency, CtIsLarge, CurveFitFailed"
2,3,AY115,3A-rep3,-1,28.95,85.2,1.9,MultipleMeltPeaks
11,21,AY115,4A-rep1,-1,29.41,88.05,1.82,
20,39,AY115,4A-rep2,-1,34.31,84.2,1.81,CtIsLarge
29,57,AY115,4A-rep3,-1,30.51,87.86,1.95,CtIsLarge
3,3,AY115,5A-rep1,-1,31.33,90.91,1.93,CtIsLarge
12,21,AY115,5A-rep2,-1,33.03,87.98,1.89,CtIsLarge
21,39,AY115,5A-rep3,-1,32.55,86.83,1.95,"CtIsLarge, MultipleMeltPeaks"
30,57,AY115,6A-rep1,-1,32.26,83.36,1.94,CtIsLarge
36,3,AY115,6A-rep2,-1,33.38,87.29,1.88,"CtIsLarge, MultipleMeltPeaks"
45,21,AY115,6A-rep3,-1,32.03,87.7,1.88,CtIsLarge
54,39,AY115,7A-rep1,-1,27.89,90.3,1.79,LowEfficiency
63,57,AY115,7A-rep2,-1,33.9,87.94,1.84,CtIsLarge
37,3,AY115,7A-rep3,-1,30.82,88.31,1.84,CtIsLarge
46,21,AY115,8A-rep1,-1,33.18,89.58,1.73,"LowEfficiency, CtIsLarge"
55,39,AY115,8A-rep2,-1,30.36,89.98,1.76,"LowEfficiency, CtIsLarge"
64,57,AY115,8A-rep3,-1,29.48,87.85,1.82,
38,3,AY115,9A-rep1,-1,33.96,91.16,1.74,"LowEfficiency, CtIsLarge, MultipleMeltPeaks"
47,21,AY115,9A-rep2,-1,30.59,83.4,1.95,CtIsLarge
56,39,AY115,9A-rep3,-1,31.1,87.09,1.91,CtIsLarge
65,57,AY115,10A-rep1,-1,,,,"LowEfficiency, CtIsLarge, CurveFitFailed"
39,3,AY115,10A-rep2,-1,33.24,88.77,1.78,"LowEfficiency, CtIsLarge"
48,21,AY115,10A-rep3,-1,30.32,90.49,1.83,CtIsLarge
57,39,AY115,11A-rep1,-1,33.34,88.23,1.8,"CtIsLarge, MultipleMeltPeaks"
66,57,AY115,11A-rep2,-1,28.45,88.01,1.79,LowEfficiency
4,3,AY115,11A-rep3,-1,29.55,81.86,1.86,"CtIsLarge, MultipleMeltPeaks"
13,21,AY115,12A-rep1,-1,33.22,88.25,1.88,CtIsLarge
22,39,AY115,12A-rep2,-1,31.6,87.51,1.82,"CtIsLarge, MultipleMeltPeaks"
31,57,AY115,12A-rep3,-1,31.73,87.97,1.84,CtIsLarge
5,3,AY115,13A-rep1,-1,32.76,88.49,1.82,CtIsLarge
14,21,AY115,13A-rep2,-1,32.19,87.87,1.92,CtIsLarge
23,39,AY115,13A-rep3,-1,,,,"CtIsLarge, CurveFitFailed"
32,57,AY115,14A-rep1,-1,30.97,87.87,1.8,"LowEfficiency, CtIsLarge"
6,3,AY115,14A-rep2,-1,28.43,88.49,1.92,
15,21,AY115,14A-rep3,-1,,,,"LowEfficiency, CtIsLarge, CurveFitFailed"
24,39,AY115,15A-rep1,-1,29.79,88.86,1.84,CtIsLarge
33,57,AY115,15A-rep2,-1,32.94,87.93,1.9,"CtIsLarge, MultipleMeltPeaks"
7,3,AY115,15A-rep3,-1,30.98,89.52,1.97,CtIsLarge
16,21,AY115,16A-rep1,-1,30.75,88.35,1.79,"LowEfficiency, CtIsLarge"
25,39,AY115,16A-rep2,-1,34.47,84.28,1.87,CtIsLarge
34,57,AY115,16A-rep3,-1,31.98,90.64,1.74,"LowEfficiency, CtIsLarge"
40,3,AY115,17A-rep1,-1,28.87,88.18,1.84,
49,21,AY115,17A-rep2,-1,30.87,88.93,1.72,"LowEfficiency, CtIsLarge"
58,39,AY115,17A-rep3,-1,29.47,87.96,1.87,
67,57,AY115,18A-rep1,-1,29.86,87.93,1.84,CtIsLarge
41,3,AY115,18A-rep2,-1,31.08,88.18,1.88,CtIsLarge
50,21,AY115,18A-rep3,-1,29.11,88.03,1.83,
59,39,AY115,19A-rep1,-1,28.42,88.71,1.82,
68,57,AY115,19A-rep2,-1,31.78,90.58,1.84,"CtIsLarge, MultipleMeltPeaks"
42,3,AY115,19A-rep3,-1,31.46,88.04,1.87,"CtIsLarge, MultipleMeltPeaks"
51,21,AY115,20A-rep1,-1,28.85,91.5,1.92,
60,39,AY115,20A-rep2,-1,30.34,90.73,1.77,"LowEfficiency, CtIsLarge, MultipleMeltPeaks"
69,57,AY115,20A-rep3,-1,32.31,88.08,1.83,CtIsLarge
43,3,AY115,21A-rep1,-1,32.03,88.11,1.86,"CtIsLarge, MultipleMeltPeaks"
52,21,AY115,21A-rep2,-1,31.54,87.79,1.85,CtIsLarge
61,39,AY115,21A-rep3,-1,30.37,91.43,1.86,"CtIsLarge, MultipleMeltPeaks"
70,57,AY115,22A-rep1,-1,30.95,87.81,1.83,CtIsLarge
8,3,AY115,22A-rep2,-1,31.43,85.7,1.96,CtIsLarge
17,21,AY115,22A-rep3,-1,32.26,87.93,1.85,"CtIsLarge, MultipleMeltPeaks"
26,39,AY115,23A-rep1,-1,34.6,87.91,1.86,CtIsLarge
35,57,AY115,23A-rep2,-1,,,,"CtIsLarge, CurveFitFailed"
44,3,AY115,23A-rep3,-1,27.62,90.38,1.81,
53,21,AY115,24A-rep1,-1,32.88,87.89,1.92,CtIsLarge
62,39,AY115,24A-rep2,-1,32.5,87.44,1.91,CtIsLarge
71,57,AY115,24A-rep3,-1,33.53,87.06,2.02,CtIsLarge
0,39,AY125,1A-rep1,-1,29.76,80.01,1.86,CtIsLarge
9,57,AY125,1A-rep2,-1,27.95,80.05,1.85,
18,3,AY125,1A-rep3,-1,,,,"LowEfficiency, CtIsLarge, CurveFitFailed"
27,21,AY125,2A-rep1,-1,28.78,80.01,1.85,
1,39,AY125,2A-rep2,-1,,,,"BadR2, LowEfficiency, CtIsSmall, CurveFitFailed, HighBaseline"
10,57,AY125,2A-rep3,-1,28.87,80.07,1.86,
19,3,AY125,3A-rep1,-1,29.35,80.21,1.87,
28,21,AY125,3A-rep2,-1,,,,"CtIsLarge, CurveFitFailed"
2,39,AY125,3A-rep3,-1,27.82,80.1,1.85,
11,57,AY125,4A-rep1,-1,29.53,80.03,1.86,CtIsLarge
20,3,AY125,4A-rep2,-1,29.42,79.99,1.87,MultipleMeltPeaks
29,21,AY125,4A-rep3,-1,29.86,79.95,1.89,CtIsLarge
3,39,AY125,5A-rep1,-1,,,,CurveFitFailed
12,57,AY125,5A-rep2,-1,32.39,91.3,1.7,"LowEfficiency, CtIsLarge"
21,3,AY125,5A-rep3,-1,,,,"LowEfficiency, CtIsSmall, SaturationBaselineRatioIsLow, CurveFitFailed"
30,21,AY125,6A-rep1,-1,,,,"CtIsLarge, CurveFitFailed"
36,39,AY125,6A-rep2,-1,29.44,90.86,1.77,"LowEfficiency, MultipleMeltPeaks"
45,57,AY125,6A-rep3,-1,25.18,87.21,1.87,MultipleMeltPeaks
54,3,AY125,7A-rep1,-1,,,,"CtIsLarge, CurveFitFailed"
63,21,AY125,7A-rep2,-1,30.12,80.1,1.88,CtIsLarge
37,39,AY125,7A-rep3,-1,,,,NoAmplification
46,57,AY125,8A-rep1,-1,,,,"LowEfficiency, SaturationBaselineRatioIsLow, CurveFitFailed"
55,3,AY125,8A-rep2,-1,28.95,80.13,1.87,
64,21,AY125,8A-rep3,-1,,,,CurveFitFailed
38,39,AY125,9A-rep1,-1,26.24,86.5,1.91,
47,57,AY125,9A-rep2,-1,28.8,91.03,1.77,LowEfficiency
56,3,AY125,9A-rep3,-1,27.71,79.92,1.9,MultipleMeltPeaks
65,21,AY125,10A-rep1,-1,29.45,86.88,1.87,
39,39,AY125,10A-rep2,-1,27.32,86.43,1.86,
48,57,AY125,10A-rep3,-1,28.01,79.63,1.81,MultipleMeltPeaks
57,3,AY125,11A-rep1,-1,,,,"LowEfficiency, CtIsLarge, CurveFitFailed"
66,21,AY125,11A-rep2,-1,,,,"SaturationBaselineRatioIsLow, CurveFitFailed, HighBaseline"
4,39,AY125,11A-rep3,-1,30.62,91.99,1.68,"LowEfficiency, CtIsLarge"
13,57,AY125,12A-rep1,-1,,,,NoAmplification
22,3,AY125,12A-rep2,-1,34.63,92.18,1.6,"LowEfficiency, CtIsLarge"
31,21,AY125,12A-rep3,-1,33.11,91.2,1.68,"LowEfficiency, CtIsLarge"
5,39,AY125,13A-rep1,-1,,,,NoAmplification
14,57,AY125,13A-rep2,-1,28.84,79.91,1.77,LowEfficiency
23,3,AY125,13A-rep3,-1,28.83,80.25,1.83,
32,21,AY125,14A-rep1,-1,,,,NoAmplification
6,39,AY125,14A-rep2,-1,25.66,87.18,1.88,
15,57,AY125,14A-rep3,-1,,,,"LowEfficiency, CtIsLarge, CurveFitFailed"
24,3,AY125,15A-rep1,-1,27.62,80.3,1.85,
33,21,AY125,15A-rep2,-1,32.34,86.83,1.92,CtIsLarge
7,39,AY125,15A-rep3,-1,28.38,80.05,1.84,
16,57,AY125,16A-rep1,-1,,,,NoAmplification
25,3,AY125,16A-rep2,-1,34.75,86.42,1.79,"LowEfficiency, CtIsLarge"
34,21,AY125,16A-rep3,-1,,,,NoAmplification
40,39,AY125,17A-rep1,-1,28.12,79.87,1.83,
49,57,AY125,17A-rep2,-1,26.15,86.7,1.85,MultipleMeltPeaks
58,3,AY125,17A-rep3,-1,29.35,91.82,1.73,LowEfficiency
67,21,AY125,18A-rep1,-1,,,,NoAmplification
41,39,AY125,18A-rep2,-1,31.36,89.65,1.74,"LowEfficiency, CtIsLarge"
50,57,AY125,18A-rep3,-1,24.74,87.03,1.88,
59,3,AY125,19A-rep1,-1,28.47,91.46,1.85,MultipleMeltPeaks
68,21,AY125,19A-rep2,-1,,,,CurveFitFailed
42,39,AY125,19A-rep3,-1,25.13,87.19,1.87,MultipleMeltPeaks
51,57,AY125,20A-rep1,-1,,,,CurveFitFailed
60,3,AY125,20A-rep2,-1,28.07,80.39,1.93,
69,21,AY125,20A-rep3,-1,,,,"LowEfficiency, CtIsSmall, SaturationBaselineRatioIsLow, CurveFitFailed"
43,39,AY125,21A-rep1,-1,,,,CurveFitFailed
52,57,AY125,21A-rep2,-1,28.51,85.44,1.87,
61,3,AY125,21A-rep3,-1,,,,CurveFitFailed
70,21,AY125,22A-rep1,-1,27.41,80.23,1.93,
8,39,AY125,22A-rep2,-1,25.08,87.21,1.88,
17,57,AY125,22A-rep3,-1,28.69,79.95,1.84,
26,3,AY125,23A-rep1,-1,24.93,87.5,1.86,
35,21,AY125,23A-rep2,-1,28.05,79.95,1.82,
44,39,AY125,23A-rep3,-1,,,,CurveFitFailed
53,57,AY125,24A-rep1,-1,29.52,79.92,1.86,CtIsLarge
62,3,AY125,24A-rep2,-1,28.21,80.42,1.89,
71,21,AY125,24A-rep3,-1,,,,"BadR2, HighEfficiency, CtIsLarge, SaturationBaselineRatioIsLow, CurveFitFailed, HighBaseline"
0,54,AY134,1A-rep1,-1,28.23,92.2,1.77,"LowEfficiency, MultipleMeltPeaks"
9,0,AY134,1A-rep2,-1,26.37,91.87,1.8,LowEfficiency
18,18,AY134,1A-rep3,-1,26.35,91.46,1.79,LowEfficiency
27,36,AY134,2A-rep1,-1,27.4,89.29,1.89,MultipleMeltPeaks
1,54,AY134,2A-rep2,-1,27.37,89.66,1.78,LowEfficiency
10,0,AY134,2A-rep3,-1,25.56,91.58,1.83,
19,18,AY134,3A-rep1,-1,25.46,92.34,1.8,LowEfficiency
28,36,AY134,3A-rep2,-1,26.64,91.93,1.76,LowEfficiency
2,54,AY134,3A-rep3,-1,27.17,90.29,1.83,MultipleMeltPeaks
11,0,AY134,4A-rep1,-1,25.29,89.61,1.86,
20,18,AY134,4A-rep2,-1,26.75,91.3,1.78,LowEfficiency
29,36,AY134,4A-rep3,-1,26.11,91.56,1.83,
3,54,AY134,5A-rep1,-1,27.3,90.04,1.83,
12,0,AY134,5A-rep2,-1,23.09,91.61,1.72,LowEfficiency
21,18,AY134,5A-rep3,-1,26.68,90.51,1.8,LowEfficiency
30,36,AY134,6A-rep1,-1,27.42,91.16,1.77,LowEfficiency
36,54,AY134,6A-rep2,-1,26.18,91,1.79,LowEfficiency
45,0,AY134,6A-rep3,-1,26.38,90.31,2.05,
54,18,AY134,7A-rep1,-1,27.31,91.47,1.78,"LowEfficiency, MultipleMeltPeaks"
63,36,AY134,7A-rep2,-1,26.38,92.12,1.83,
37,54,AY134,7A-rep3,-1,29.19,90.19,1.75,LowEfficiency
46,0,AY134,8A-rep1,-1,27.13,90.34,1.83,MultipleMeltPeaks
55,18,AY134,8A-rep2,-1,26.81,89.95,1.81,
64,36,AY134,8A-rep3,-1,26.49,92.11,1.8,LowEfficiency
38,54,AY134,9A-rep1,-1,26.63,89.38,1.78,LowEfficiency
47,0,AY134,9A-rep2,-1,25.97,91.66,1.98,
56,18,AY134,9A-rep3,-1,27.08,90.6,1.77,LowEfficiency
65,36,AY134,10A-rep1,-1,26.68,89.78,1.88,
39,54,AY134,10A-rep2,-1,26.01,89.06,1.83,
48,0,AY134,10A-rep3,-1,26.06,90.57,1.81,
57,18,AY134,11A-rep1,-1,26.71,91.72,1.77,LowEfficiency
66,36,AY134,11A-rep2,-1,26.81,90.42,1.83,
4,54,AY134,11A-rep3,-1,27.43,89.83,1.81,
13,0,AY134,12A-rep1,-1,24.62,90.99,2.13,
22,18,AY134,12A-rep2,-1,27.31,90.75,1.79,LowEfficiency
31,36,AY134,12A-rep3,-1,26.72,90.52,1.76,LowEfficiency
5,54,AY134,13A-rep1,-1,27.12,89.94,1.8,
14,0,AY134,13A-rep2,-1,25.61,92.24,1.87,MultipleMeltPeaks
23,18,AY134,13A-rep3,-1,28.36,91.3,1.75,LowEfficiency
32,36,AY134,14A-rep1,-1,26.75,89.79,1.8,
6,54,AY134,14A-rep2,-1,27.63,91.64,1.79,LowEfficiency
15,0,AY134,14A-rep3,-1,26.25,91.34,1.86,
24,18,AY134,15A-rep1,-1,26.84,90.44,1.77,LowEfficiency
33,36,AY134,15A-rep2,-1,28.15,91.72,1.78,LowEfficiency
7,54,AY134,15A-rep3,-1,26.72,90.07,1.8,
16,0,AY134,16A-rep1,-1,,,,"BadR2, CurveFitFailed"
25,18,AY134,16A-rep2,-1,26.59,90.06,1.79,LowEfficiency
34,36,AY134,16A-rep3,-1,28.4,90.35,1.78,LowEfficiency
40,54,AY134,17A-rep1,-1,27.81,90.29,1.76,LowEfficiency
49,0,AY134,17A-rep2,-1,25.59,91.01,1.7,LowEfficiency
58,18,AY134,17A-rep3,-1,26.36,90.17,1.8,LowEfficiency
67,36,AY134,18A-rep1,-1,26.74,90.44,1.8,
41,54,AY134,18A-rep2,-1,27.06,90.23,1.79,LowEfficiency
50,0,AY134,18A-rep3,-1,28.11,90.79,1.98,
59,18,AY134,19A-rep1,-1,26.5,89.73,1.81,
68,36,AY134,19A-rep2,-1,25.66,89.91,1.81,
42,54,AY134,19A-rep3,-1,27.23,91.35,1.81,
51,0,AY134,20A-rep1,-1,26.19,91.2,1.87,
60,18,AY134,20A-rep2,-1,26.22,90.54,1.81,
69,36,AY134,20A-rep3,-1,26.49,92.31,1.8,LowEfficiency
43,54,AY134,21A-rep1,-1,26.22,91.52,1.82,
52,0,AY134,21A-rep2,-1,26.77,91.91,1.84,
61,18,AY134,21A-rep3,-1,25.56,91.96,1.82,MultipleMeltPeaks
70,36,AY134,22A-rep1,-1,26.11,91.27,1.89,
8,54,AY134,22A-rep2,-1,26.38,92.15,1.8,
17,0,AY134,22A-rep3,-1,24.18,91.06,1.6,LowEfficiency
26,18,AY134,23A-rep1,-1,28.38,89.35,1.79,LowEfficiency
35,36,AY134,23A-rep2,-1,28.31,89.28,1.78,"LowEfficiency, MultipleMeltPeaks"
44,54,AY134,23A-rep3,-1,26.93,90.31,1.81,
53,0,AY134,24A-rep1,-1,25.47,91.6,1.88,
62,18,AY134,24A-rep2,-1,25.97,90.46,1.81,
71,36,AY134,24A-rep3,-1,26.19,89.23,1.85,
0,18,AY138,1A-rep1,-1,22.51,90.67,1.79,LowEfficiency
9,36,AY138,1A-rep2,-1,23.13,90.8,1.83,
18,54,AY138,1A-rep3,-1,23.83,90.72,1.79,LowEfficiency
27,0,AY138,2A-rep1,-1,19.26,91.2,1.82,
1,18,AY138,2A-rep2,-1,22.24,91,1.87,
10,36,AY138,2A-rep3,-1,22.64,90.78,1.83,
19,54,AY138,3A-rep1,-1,23.27,90.78,1.82,
28,0,AY138,3A-rep2,-1,19.3,92.08,1.84,MultipleMeltPeaks
2,18,AY138,3A-rep3,-1,22.16,90.99,1.82,
11,36,AY138,4A-rep1,-1,22.7,90.78,1.8,
20,54,AY138,4A-rep2,-1,22.81,90.72,1.79,LowEfficiency
29,0,AY138,4A-rep3,-1,19.36,88.65,1.88,MultipleMeltPeaks
3,18,AY138,5A-rep1,-1,22.48,90.66,1.81,
12,36,AY138,5A-rep2,-1,23.84,90.75,1.79,LowEfficiency
21,54,AY138,5A-rep3,-1,23.29,90.7,1.82,
30,0,AY138,6A-rep1,-1,18.69,91.25,1.85,
36,18,AY138,6A-rep2,-1,19.13,90.76,1.85,
45,36,AY138,6A-rep3,-1,21.12,90.5,1.84,
54,54,AY138,7A-rep1,-1,22.45,90.62,1.83,
63,0,AY138,7A-rep2,-1,21.84,90.85,1.9,
37,18,AY138,7A-rep3,-1,19.74,90.79,1.82,
46,36,AY138,8A-rep1,-1,20.96,90.4,1.84,
55,54,AY138,8A-rep2,-1,21.54,90.45,1.82,
64,0,AY138,8A-rep3,-1,21.54,91.19,1.86,
38,18,AY138,9A-rep1,-1,19.93,90.77,1.83,
47,36,AY138,9A-rep2,-1,21.24,90.61,1.82,
56,54,AY138,9A-rep3,-1,21.39,90.48,1.82,
65,0,AY138,10A-rep1,-1,20.91,95.42,1.86,
39,18,AY138,10A-rep2,-1,19.72,90.74,1.84,
48,36,AY138,10A-rep3,-1,20.75,90.44,1.93,
57,54,AY138,11A-rep1,-1,22.79,90.59,1.82,
66,0,AY138,11A-rep2,-1,,,,"BadR2, CurveFitFailed"
4,18,AY138,11A-rep3,-1,23.21,90.65,1.73,LowEfficiency
13,36,AY138,12A-rep1,-1,22.46,90.53,1.81,
22,54,AY138,12A-rep2,-1,23.11,90.54,1.83,
31,0,AY138,12A-rep3,-1,19.55,91.47,1.86,
5,18,AY138,13A-rep1,-1,22.96,90.61,1.8,LowEfficiency
14,36,AY138,13A-rep2,-1,22.74,90.74,1.79,LowEfficiency
23,54,AY138,13A-rep3,-1,23.46,90.38,1.8,
32,0,AY138,14A-rep1,-1,20.49,90.73,1.79,LowEfficiency
6,18,AY138,14A-rep2,-1,23.23,90.61,1.8,LowEfficiency
15,36,AY138,14A-rep3,-1,24.53,90.71,1.76,LowEfficiency
24,54,AY138,15A-rep1,-1,21.94,90.73,1.8,
33,0,AY138,15A-rep2,-1,19.98,90.74,1.84,
7,18,AY138,15A-rep3,-1,21.26,90.48,1.83,
16,36,AY138,16A-rep1,-1,24.43,90.62,1.77,LowEfficiency
25,54,AY138,16A-rep2,-1,25.39,90.35,1.78,LowEfficiency
34,0,AY138,16A-rep3,-1,20.81,90.6,1.8,
40,18,AY138,17A-rep1,-1,19.79,90.34,1.82,
49,36,AY138,17A-rep2,-1,20.97,90.35,1.81,
58,54,AY138,17A-rep3,-1,21.03,90.58,1.81,
67,0,AY138,18A-rep1,-1,,,,"BadR2, LowEfficiency, CurveFitFailed"
41,18,AY138,18A-rep2,-1,21.13,90.57,1.84,
50,36,AY138,18A-rep3,-1,23.94,90.58,1.8,LowEfficiency
59,54,AY138,19A-rep1,-1,21.04,90.45,1.82,
68,0,AY138,19A-rep2,-1,19.97,95.27,1.94,
42,18,AY138,19A-rep3,-1,20.01,90.72,1.84,
51,36,AY138,20A-rep1,-1,21.67,90.65,1.83,
60,54,AY138,20A-rep2,-1,21.34,90.63,1.83,
69,0,AY138,20A-rep3,-1,,,,"BadR2, CurveFitFailed"
43,18,AY138,21A-rep1,-1,20.53,90.72,1.83,
52,36,AY138,21A-rep2,-1,21.68,90.52,1.81,
61,54,AY138,21A-rep3,-1,21.08,90.71,1.83,
70,0,AY138,22A-rep1,-1,19.69,89.78,2.1,
8,18,AY138,22A-rep2,-1,21.19,91,1.79,LowEfficiency
17,36,AY138,22A-rep3,-1,21.29,90.64,1.79,LowEfficiency
26,54,AY138,23A-rep1,-1,23.27,90.75,1.81,
35,0,AY138,23A-rep2,-1,20.04,90.95,1.84,
44,18,AY138,23A-rep3,-1,21.9,90.63,1.81,
53,36,AY138,24A-rep1,-1,21.44,90.58,1.98,
62,54,AY138,24A-rep2,-1,21.31,90.64,1.82,
71,0,AY138,24A-rep3,-1,20.33,83.73,1.95,MultipleMeltPeaks
0,55,AY152,1A-rep1,-1,25.87,90.64,1.79,LowEfficiency
9,1,AY152,1A-rep2,-1,24.7,91.06,1.84,
18,19,AY152,1A-rep3,-1,25.91,91.47,1.78,LowEfficiency
27,37,AY152,2A-rep1,-1,25.96,90.41,1.74,LowEfficiency
1,55,AY152,2A-rep2,-1,25.36,90.81,1.81,
10,1,AY152,2A-rep3,-1,24.4,91.01,1.8,LowEfficiency
19,19,AY152,3A-rep1,-1,24.44,91.06,1.77,LowEfficiency
28,37,AY152,3A-rep2,-1,25.95,90.49,1.7,LowEfficiency
2,55,AY152,3A-rep3,-1,25.42,90.74,1.75,LowEfficiency
11,1,AY152,4A-rep1,-1,23.63,91.06,1.81,
20,19,AY152,4A-rep2,-1,24.89,90.81,1.77,LowEfficiency
29,37,AY152,4A-rep3,-1,25.01,90.43,1.75,"LowEfficiency, MultipleMeltPeaks"
3,55,AY152,5A-rep1,-1,25.1,91.05,1.76,LowEfficiency
12,1,AY152,5A-rep2,-1,24.5,91.11,1.8,LowEfficiency
21,19,AY152,5A-rep3,-1,25.69,90.29,1.78,LowEfficiency
30,37,AY152,6A-rep1,-1,24.88,90.55,1.73,LowEfficiency
36,55,AY152,6A-rep2,-1,24.22,90.46,1.77,LowEfficiency
45,1,AY152,6A-rep3,-1,23.46,90.8,1.77,LowEfficiency
54,19,AY152,7A-rep1,-1,23.4,90.72,1.76,LowEfficiency
63,37,AY152,7A-rep2,-1,24.1,90.58,1.75,LowEfficiency
37,55,AY152,7A-rep3,-1,25.59,90.72,1.76,LowEfficiency
46,1,AY152,8A-rep1,-1,23.36,90.59,1.8,"LowEfficiency, MultipleMeltPeaks"
55,19,AY152,8A-rep2,-1,23.38,90.64,1.77,LowEfficiency
